index,shoe,material,emotion,target_h2h_ms,target_pk_db,desired_peak_dbfs,h2h_mean_ms,h2h_se_ms,h2h_sampling_sd_ms,pk_mean_db,pk_se_db,pk_sampling_sd_db,aggressive_log_likelihood,happy_log_likelihood,neutral_log_likelihood,tender_log_likelihood,sad_log_likelihood,aggressive_estimate,happy_estimate,neutral_estimate,tender_estimate,sad_estimate,predicted_emotion,source_emotion_folder
79,dress,gravel,aggressive,774.622558271948,79.11670509776502,-8.943237275510764,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.714620685804507,-9.871769902939668,-11.368092423093326,-16.48394973190022,-24.660197298661604,0.4884936212538897,0.41745518467782416,0.09349001847207478,0.000561017806949483,1.5778926211810025e-07,aggressive,aggressive
80,dress,gravel,aggressive,660.1285096999188,84.64784451371469,-7.1763796002119165,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.438208583427395,-10.048827486651476,-14.496198792329945,-22.109108025955614,-34.33867322086164,0.645421058418989,0.35047311693224664,0.004103797229617481,2.0274092450668883e-06,9.901676706318514e-12,aggressive,aggressive
81,dress,gravel,aggressive,680.9364108553666,76.71432335047865,-9.7106499747732,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.835041752830708,-9.733228351455002,-11.736492741866059,-19.222564757417956,-31.56446382998839,0.44314212419191923,0.49063670328039577,0.066184053594048,3.71187716145974e-05,1.6202235191280052e-10,happy,aggressive
82,dress,gravel,aggressive,854.7025436148766,87.35977592149338,-6.310084889053366,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.755425723255085,-10.596968451932137,-13.931652719092812,-16.72505853278578,-20.868089332894403,0.6909148852268457,0.2978154237670842,0.010609922456990212,0.0006494586108234029,1.0309938256351526e-05,aggressive,aggressive
83,dress,gravel,aggressive,723.2266410691669,80.56415321108791,-8.480866936183078,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.559279473803082,-9.845560523705906,-12.281973999514374,-18.54479019964741,-28.5839454424103,0.5503958355881576,0.4133756197448696,0.03615962607860554,6.891557974482332e-05,3.0086224307332437e-09,aggressive,aggressive
84,dress,gravel,aggressive,829.6856583418496,70.78268797588402,-11.605441391249776,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.821707063304471,-10.108082645721447,-9.533281924113245,-13.460428450172758,-20.490024660366423,0.14836877975710486,0.3028765652776726,0.5381439388970625,0.01060133082469613,9.38524346401318e-06,neutral,aggressive
85,dress,gravel,aggressive,1085.05511946651,76.47066947644599,-9.788482349818658,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.61502384296135,-11.114259349017562,-9.725865934229564,-10.12206782817574,-10.401404014746774,0.05854918913835501,0.09660511932002366,0.38723244648570126,0.2605574190928768,0.19705582596304325,neutral,aggressive
86,dress,gravel,aggressive,472.87904153443776,83.20508847319516,-7.637251111861931,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.986696982211322,-10.18692266248047,-16.88085460054353,-30.5964852686637,-53.053505792739266,0.5495835081356505,0.44985938365147204,0.0005571075972522881,6.156251674465726e-10,1.0873172357791066e-19,aggressive,aggressive
87,dress,gravel,aggressive,487.5403363266964,73.4988316934876,-10.737801107075402,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.670360342015865,-9.97019327151125,-14.116348604333634,-27.615930331283025,-50.361247436873256,0.32830345461797505,0.6612324338174153,0.010464097212758863,1.4351850891822587e-08,1.899950146706989e-18,happy,aggressive
88,dress,gravel,aggressive,847.1727811886662,91.33770476075104,-5.039382132733795,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.915280258986144,-11.061670038233865,-16.11249318577917,-18.48141967938603,-22.12826504301335,0.757568600448872,0.24074163769537588,0.0015417238417339443,0.00014427626283262156,3.761751185815969e-06,aggressive,aggressive
89,dress,gravel,aggressive,692.3156061297283,81.68567102390813,-8.122611212262667,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.495728093222104,-9.870482307654912,-12.986294518267485,-19.97036658350734,-31.183480063793144,0.5820823176267171,0.4001572770760865,0.017743964889939796,1.644018537881209e-05,2.2187757001446599e-10,aggressive,aggressive
90,dress,gravel,aggressive,825.14509718669,79.24538846034079,-8.90213088318324,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.830354396170732,-9.985451863206427,-11.013493654385071,-15.046850175189697,-21.383539944735112,0.4612369014404272,0.3949717842039639,0.14128406919391195,0.002502814798673017,4.430363023918806e-06,aggressive,aggressive
91,dress,gravel,aggressive,535.1605918075318,93.82866341555668,-4.243674578264252,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.122620148059376,-11.265688769504335,-21.2406076972061,-31.365285612591357,-48.283172713761786,0.758234062097291,0.24175468304384687,1.1254407805618883e-05,4.5105645066336225e-10,2.027149994970699e-17,aggressive,aggressive
92,dress,gravel,aggressive,498.9070534952565,77.01723829546225,-9.613887345004066,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.2228788400541,-9.905223287758549,-14.532357233516333,-27.629007735595597,-49.347530673701925,0.41887561980850524,0.5754944463873447,0.005629922251028215,1.1553121823287467e-08,4.2703619395853234e-18,happy,aggressive
93,dress,gravel,aggressive,800.2315063898274,82.28641766959947,-7.930709735545405,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.608850722855625,-10.051809712857512,-12.16199172497275,-16.541252681182645,-23.344269485327278,0.5810753943696771,0.3731280002509758,0.04522904698604181,0.0005669288640599201,6.295292453597394e-07,aggressive,aggressive
94,dress,gravel,aggressive,482.1695681527525,83.6763148394948,-7.486723370742475,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.93240618402901,-10.194050493834274,-16.88738586620589,-30.229838268007285,-52.05802332696025,0.5647360762734721,0.43472523618523096,0.000538686676761642,8.6453540045757e-10,2.8636666390521617e-19,aggressive,aggressive
95,dress,gravel,aggressive,635.5893070131592,78.34932429133715,-9.188368082339524,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.726495465868503,-9.747172014735442,-12.694251620542108,-21.400108619154445,-35.667621382788695,0.4923773057587587,0.4823011711562713,0.02531733020405749,4.192878244259375e-06,2.668149668819947e-12,aggressive,aggressive
96,dress,gravel,aggressive,745.8173087912481,91.50314517037432,-4.986534132427651,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.684926889575005,-10.868986266867108,-17.004998921747184,-21.5237198139547,-28.821423065942735,0.7652846993518245,0.2342030662023977,0.0005067061082735031,5.524596843347584e-06,3.740660881898448e-09,aggressive,aggressive
97,dress,gravel,aggressive,906.308760725868,73.18100066860966,-10.83932850378762,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.76925541216658,-10.252783938179808,-9.347296131276327,-11.954924355441989,-16.410229701660114,0.1402440294115632,0.23506344265241919,0.58134434246404,0.04285040211215236,0.0004977833598252987,neutral,aggressive
98,dress,gravel,aggressive,712.5691666971579,85.87147899023023,-6.785503904626042,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.433515471716044,-10.177287673510603,-14.414302141494893,-20.514664136170218,-30.21152553266639,0.6746720582462444,0.3206834602231182,0.004634091000558705,1.038989134813897e-05,6.387304338906997e-10,aggressive,aggressive
99,dress,gravel,aggressive,509.3055376359393,85.47643690796504,-6.911695468900047,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.799745391525109,-10.269738018970955,-17.139399492528014,-29.358453885869935,-49.31063760505815,0.6151362311600304,0.3844643742518616,0.0003993926169015335,1.971206557443521e-09,4.261954844598393e-18,aggressive,aggressive
100,dress,gravel,aggressive,769.9940780458163,97.350514690179,-3.118660455878568,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.333248352587155,-11.902993074769416,-20.68035259927022,-23.50388897398027,-28.589144652881817,0.8277239162576957,0.17224793856502355,2.6557991396356234e-05,1.577425869445167e-06,9.760014850406205e-09,aggressive,aggressive
101,dress,gravel,aggressive,419.115713155948,98.97020129437196,-2.601270548846963,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.337218469229214,-12.540923899937935,-27.119544607334834,-40.319138845793404,-63.03641638464265,0.7691832202699305,0.23081667211986623,1.0761000415389306e-07,1.9922402360775197e-13,2.7123980785228e-23,aggressive,aggressive
102,dress,gravel,aggressive,632.1792454253841,82.29013599117312,-7.929521961288138,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.51285154695187,-9.894142007132658,-13.948551626181446,-22.54910130758502,-36.46206941877237,0.5900302244903216,0.402978537359724,0.006989951965318851,1.286183468793356e-06,1.1667495599200423e-12,aggressive,aggressive
103,dress,gravel,aggressive,596.3757599874994,57.8908439755869,-15.723589896962228,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-13.75486134953157,-11.369829505086779,-13.34080201754529,-21.7522229807646,-39.17634074478984,0.07477926072395105,0.8120585373793375,0.11313704997613923,2.5151919890742335e-05,6.813542107298403e-13,happy,aggressive
104,dress,gravel,aggressive,432.7115666888996,93.38506397163154,-4.385377222749639,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.560498695399758,-11.450981713250554,-22.866504787083787,-36.726792581105464,-59.84168922413201,0.7089875661324241,0.2910092260586301,3.2078058785090147e-06,3.067337558170987e-12,2.8060119133553424e-22,aggressive,aggressive
105,dress,gravel,aggressive,632.1550211891489,91.15460189799047,-5.097872196734862,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.665888200103826,-10.759010449303116,-18.11480959119791,-25.685848517096996,-38.09157994713969,0.7488490448437536,0.2509905205638902,0.00016035198557648323,8.260644151350211e-08,3.3827757620502405e-13,aggressive,aggressive
106,dress,gravel,aggressive,688.0557993297243,84.56828790471178,-7.201793026753327,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.428054634553437,-10.05141056127976,-14.125703616068908,-20.99125175330382,-31.964303264877817,0.6471367874168146,0.3469573158781141,0.005899742515948465,6.15408353152939e-06,1.0559118545647987e-10,aggressive,aggressive
107,dress,gravel,aggressive,804.703634735672,74.86771684328303,-10.300526785885037,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.177203850398136,-9.909088826357003,-10.182880405538334,-14.720495745148583,-22.263983534985577,0.3018885228403596,0.3947184964441816,0.3001796907228123,0.003211589303730129,1.7006889164730686e-06,happy,aggressive
108,dress,gravel,aggressive,777.4194588856451,87.9240824748199,-6.129823772855265,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.552282858888296,-10.469624991058705,-14.763861145722153,-19.07768569362515,-25.81797896298047,0.7116901893671898,0.28437692452789715,0.0038808895879073836,5.1935114100741804e-05,6.140290478865028e-08,aggressive,aggressive
109,dress,gravel,aggressive,438.1028101575697,69.7973519519128,-11.92019543843249,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.494423996356465,-10.276185399643449,-14.759131174437776,-29.93684190563799,-56.00108709351571,0.22627327242853573,0.7650812486447983,0.00864547671258794,2.2140780520691614e-09,1.0608037999439028e-20,happy,aggressive
110,dress,gravel,aggressive,581.9072350746948,96.04469334320898,-3.535789784206469,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.227093013971876,-11.58831233257585,-21.99460723634885,-30.169556671607083,-44.075799231104774,0.7959528846257962,0.20404094312918714,6.170507272666912e-06,1.7377425646260627e-09,1.5870149990861664e-15,aggressive,aggressive
111,dress,gravel,aggressive,622.0229824168774,87.53842820458011,-6.253016510579441,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.510539375237,-10.320409237649763,-16.312181094549608,-24.69461110414285,-38.26823935814298,0.6915494621439197,0.30768139473590694,0.0007689671393941285,1.7598055506942197e-07,2.2413662755097734e-13,aggressive,aggressive
112,dress,gravel,aggressive,655.2927886894771,95.39170423045589,-3.744379504875499,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.028960882255278,-11.431560226718826,-20.510277015039033,-26.651829661159724,-37.06694108863541,0.8025779304036218,0.19739950420360505,2.25169443053373e-05,4.844701559854879e-08,1.4522507442817158e-12,aggressive,aggressive
113,dress,gravel,aggressive,800.8547242467606,67.18745584492454,-12.753896168352178,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.401568224920359,-10.29051599982452,-9.6778273661572,-13.974780423802592,-22.242393234937083,0.10288784471716546,0.3125272713900774,0.5767335458055024,0.007849323186828955,2.0149004257706273e-06,neutral,aggressive
114,dress,gravel,aggressive,861.5086780562099,93.6705019181682,-4.29419741534765,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.161468273372826,-11.459652692051153,-17.469160887324424,-19.160773543055605,-21.87060985762676,0.785034650771712,0.21433569179975986,0.000526257440150164,9.6948301986943e-05,6.451686391282994e-06,aggressive,aggressive
115,dress,gravel,aggressive,577.700886641537,78.15974020714445,-9.248928496583371,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.851953625621107,-9.783733106491246,-13.480669437761971,-23.934339799592962,-41.14520223401128,0.4768370685393581,0.5105024190988774,0.012660147215033906,3.651467184391892e-07,1.2242914539207125e-14,happy,aggressive
116,dress,gravel,aggressive,808.6769203186049,79.73068676431281,-8.747108026462271,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.751992198747242,-9.959495885454505,-11.269519875440565,-15.62029695472946,-22.468932963272593,0.49147434754262714,0.39937709041579844,0.10775736392607593,0.0013897237551104484,1.4743603880140378e-06,aggressive,aggressive
117,dress,gravel,aggressive,751.1528653322512,85.51510025293581,-6.899344916386879,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.467207429789788,-10.191209153096533,-13.867212755909541,-19.063463296822313,-27.23114718084742,0.6679341487989356,0.32382001938700344,0.008200410901184426,4.540803178592995e-05,1.2881090663594809e-08,aggressive,aggressive
118,dress,gravel,aggressive,578.1081911519288,74.30412776723641,-10.480558712373115,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.242944840157762,-9.789403227401708,-12.694227222884734,-23.175572379123032,-40.779215543677374,0.37593111542713276,0.591669105799458,0.03239886982442946,9.089489590617352e-07,2.0576637604739254e-14,happy,aggressive
119,dress,gravel,aggressive,1159.5345312483755,77.88561515976646,-9.33649453090802,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.213417759120851,-11.644178574380627,-10.302401498259671,-10.171651548410663,-9.387527100775833,0.029319450793762726,0.051805189628680755,0.19819817346739949,0.22588304291646655,0.4947941431936905,sad,aggressive
120,dress,gravel,aggressive,742.9602906993827,83.72360175945882,-7.471618118244454,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.468606518080085,-10.04057877081139,-13.199672701979818,-18.76049121072043,-27.538345141407486,0.6295363480924273,0.35531735230586065,0.015088266807050487,5.802385269519693e-05,8.941966466254554e-09,aggressive,aggressive
121,dress,gravel,aggressive,689.2237034727476,70.60016364761229,-11.663746649187356,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.634092928967354,-9.895683170141906,-10.803936733405967,-17.975638292337834,-30.51041144474645,0.25399729677686655,0.5315160437793657,0.2143220563408628,0.0001646025104522282,5.924526448541973e-10,happy,aggressive
122,dress,gravel,aggressive,505.11788529110765,72.91904677989228,-10.923006604093684,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.671731705997164,-9.946748531043806,-13.723189835115928,-26.594270531772178,-48.36042263543608,0.3213381650300833,0.6634657400078473,0.015196055887737633,3.9074331749432166e-08,1.3771200726964647e-17,happy,aggressive
123,dress,gravel,aggressive,937.092172310025,77.49382761249339,-9.461646472113806,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.44773783252163,-10.33241042318747,-10.013584201605678,-12.128566332166052,-15.311285642908098,0.25907813158528403,0.2907480521255121,0.39992751311585345,0.04824543360113946,0.0020008695722110357,neutral,aggressive
124,dress,gravel,aggressive,509.29845953907727,93.58306997982324,-4.322126523568205,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.197730538416096,-11.275784265944406,-21.529877979064832,-32.577676976061944,-51.014709604598,0.7461188224941478,0.25387223774688766,8.939616626609196e-06,1.4233796518344375e-10,1.4002939736147935e-18,aggressive,aggressive
125,dress,gravel,aggressive,764.1900837233397,97.25617321177695,-3.1487967357078244,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.310305904066816,-11.874511340655712,-20.66198075451291,-23.638939675832386,-28.96984185642531,0.8269330183927548,0.1730392178662812,2.641162163676222e-05,1.3456069907390598e-06,6.512336517401407e-09,aggressive,aggressive
126,dress,gravel,aggressive,811.0892878316904,85.5002658181362,-6.904083602761125,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.589417674927821,-10.304068872965367,-13.358714803979186,-17.227417313916874,-23.150707604625833,0.6609760484428817,0.3234570717719111,0.015247575012079755,0.0003184524734218525,8.522997056131998e-07,aggressive,aggressive
127,dress,gravel,aggressive,505.28146827201056,99.55702497338936,-2.413816600691326,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.984549161519638,-12.42337769035166,-25.9098744588463,-35.80948791433035,-53.110484296421674,0.8082729615103347,0.19172677205334177,2.664229505744743e-07,1.3372855042386647e-11,4.0972916330400345e-19,aggressive,aggressive
128,dress,gravel,aggressive,653.4424648810505,76.83248071366452,-9.67290598961238,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.838570745892522,-9.727846858277326,-12.100767373004448,-20.336763772235905,-33.92904551189973,0.450199894664002,0.5029121899075804,0.04687549608516086,1.2419327731419745e-05,1.552548341901861e-11,happy,aggressive
129,dress,gravel,aggressive,646.6932813693154,83.3283378541479,-7.597880541291203,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.467770139077023,-9.954108980237818,-14.140059852672744,-22.245738506886873,-35.30942145705899,0.6156774565406752,0.37856370799044975,0.005757097856020063,1.7376091698695473e-06,3.685247677959698e-12,aggressive,aggressive
130,dress,gravel,aggressive,997.7679276585432,82.88622188954422,-7.739109305690022,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.521079096918372,-10.809145093875962,-11.532438528736794,-12.543169638457,-13.584585428588461,0.43619772718830463,0.3270227192510154,0.15865566286303365,0.057743171600942014,0.020380719096704494,aggressive,aggressive
131,dress,gravel,aggressive,895.1843625381907,77.73327042029942,-9.385159272831276,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.213583013957194,-10.17125158620175,-10.225540761390354,-13.007243609314497,-17.31271259653064,0.3232713767482789,0.3372496893360573,0.3194287993444706,0.019783169496734778,0.00026696507445846996,happy,aggressive
132,dress,gravel,aggressive,638.4559808863929,78.31305805382685,-9.199952906962553,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.725817407837491,-9.745829273954081,-12.646658457783403,-21.27135158870584,-35.40505316976468,0.49162152374933504,0.48188104725752867,0.026492670500308332,4.758489366529467e-06,3.4616288175179532e-12,aggressive,aggressive
133,dress,gravel,aggressive,712.3791857293131,90.83958996678362,-5.198499067006579,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.611167409185168,-10.738522589264054,-16.95813367050185,-22.404144473255272,-31.2151805847497,0.7549813229119047,0.24452995848483705,0.0004866192689600485,2.099021378741973e-06,3.129194072183725e-10,aggressive,aggressive
134,dress,gravel,aggressive,730.4877332307509,81.6369730144224,-8.138167220773957,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.51530923220645,-9.90119550549092,-12.55784084529816,-18.57786606779912,-28.16905738054232,0.5788116562710693,0.39350385320940917,0.02761738650290992,6.709943184333502e-05,4.584768175238834e-09,aggressive,aggressive
135,dress,gravel,aggressive,679.3693419116133,78.32219932584003,-9.197032834730797,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.69538927865783,-9.749590483764472,-12.13320378040422,-19.62348699445566,-31.850789742523286,0.49148699506576643,0.46555687720795474,0.042932150656741185,2.3976952171177688e-05,1.1736642197410394e-10,aggressive,aggressive
136,dress,gravel,aggressive,798.2210141829046,81.50483391915392,-8.180377506417617,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.633207379140774,-10.006841890480093,-11.906495324301407,-16.381501836959096,-23.36761646032177,0.557918831082315,0.38397558753948746,0.05745060543052498,0.0006543708953339331,6.050523387220883e-07,aggressive,aggressive
137,dress,gravel,aggressive,740.1048909700393,94.1400096122309,-4.14421868393574,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.906066281283744,-11.270624794252004,-18.709881889875042,-22.8966310870948,-29.87979480994843,0.796402876905096,0.203475717126369,0.00011958708550532277,1.8171978245196031e-06,1.6852049928294691e-09,aggressive,aggressive
138,dress,gravel,aggressive,561.6414151799927,99.07700235630791,-2.5671542010529604,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.706748025822677,-12.21926491705298,-24.574711272696355,-32.707925750083355,-46.97664095887354,0.8194332731536491,0.18056594905845313,7.775595883706603e-07,2.2830925322468985e-10,1.4511063229992564e-16,aggressive,aggressive
139,dress,gravel,aggressive,557.7566568094569,94.12186858769742,-4.150013621655505,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.077865601053086,-11.278613332339773,-21.05979979771913,-30.387309066273694,-46.00145371639067,0.7686477254290485,0.23133920165255997,1.3071755743808526e-05,1.1626476520399802e-09,1.9244704976818535e-16,aggressive,aggressive
140,dress,gravel,aggressive,621.9673025792783,75.78856926718794,-10.00637126915692,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.981753223640094,-9.735885107884735,-12.307361744838266,-21.457922333797615,-36.67822401418009,0.42079302421426357,0.5380810501243589,0.04112156018421852,4.365476087621887e-06,1.0713677789761322e-12,happy,aggressive
141,dress,gravel,aggressive,581.2953032967604,99.69383859674,-2.370113091825603,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.752780524820007,-12.32945766127875,-24.756575917861962,-32.11659440078704,-45.19063840808754,0.8287328352614446,0.17126647779716214,6.865046472086996e-07,4.367451266181473e-10,9.167330717966314e-16,aggressive,aggressive
142,dress,gravel,aggressive,1062.8982115707722,72.21007712831332,-11.149478651938672,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.947541030439972,-11.058563377387404,-9.030236734251964,-9.586838074011638,-10.624019050231013,0.02756412347189792,0.0670536272531522,0.5096984871052038,0.2921355799414678,0.10354818222827807,neutral,aggressive
143,dress,gravel,aggressive,548.3474418620942,78.68508145399505,-9.081114390963023,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.896612487867886,-9.83303058362728,-14.083842015911493,-25.46179401483329,-44.185493051242176,0.4805762511106529,0.5121245264746033,0.007299138875630416,8.353911272029781e-08,6.170078449756299e-16,happy,aggressive
144,dress,gravel,aggressive,987.1729369109544,83.06658322274416,-7.681494991183229,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.44423514704186,-10.76689766711676,-11.611165610946802,-12.741085088812316,-13.986597195281165,0.46188110278478506,0.3345027111461417,0.14379332718616195,0.046453767138626555,0.013369091744284842,aggressive,aggressive
145,dress,gravel,aggressive,771.9580620919957,86.78790919184743,-6.492761014990341,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.514164438655234,-10.342091907748241,-14.258499206351,-18.834323478747432,-25.979597629324815,0.6916851645839351,0.302234564192859,0.006018247595917417,6.19747551115103e-05,4.887217689560691e-08,aggressive,aggressive
146,dress,gravel,aggressive,690.9388051392349,81.86354812375438,-8.065790456991703,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.488800400907099,-9.87872795575643,-13.063235589443734,-20.07162611428333,-31.32050354774905,0.586454360764555,0.39709172286275785,0.016439050956761746,1.486522235178764e-05,1.935735490909599e-10,aggressive,aggressive
147,dress,gravel,aggressive,901.051906503656,85.66334627229338,-6.85198946257584,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.926252718270057,-10.589755071579654,-12.910617554353129,-15.073261185693099,-18.098645366620858,0.6362476492198927,0.3276957281636559,0.032176070916038045,0.003700912480852871,0.00017963921956054842,aggressive,aggressive
148,dress,gravel,aggressive,463.30488480568783,83.97942438168283,-7.389898579176576,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.02088803018133,-10.265874814030564,-17.366890089684922,-31.36524805108931,-54.286640706839414,0.5607392630261228,0.43889896645752857,0.00036177021503192025,3.013166911552422e-10,3.344943926073704e-20,aggressive,aggressive
149,dress,gravel,aggressive,412.9887023897295,86.08980082718237,-6.715763551997811,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.304902893142163,-10.598788748287902,-19.286777480958982,-34.97455479111166,-60.72688737223823,0.572905937770112,0.42702206681817984,7.199540063710875e-05,1.1071070941753305e-11,7.24592271517123e-23,aggressive,aggressive
150,dress,gravel,aggressive,596.2657718454387,76.30620162852767,-9.84101967668415,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.97567328633543,-9.750923776700196,-12.777997609927825,-22.69460855882099,-39.15189193935881,0.4323985998651476,0.5413669648666116,0.02623314071205143,1.2945560970683938e-06,9.221753626787206e-14,happy,aggressive
151,dress,gravel,aggressive,1153.195124124345,84.08475963373265,-7.356250467175082,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.850403899684276,-11.865409509162223,-12.279180587384046,-11.819051461691425,-10.25359506552413,0.11620458339771707,0.1144738804011822,0.07568466772601533,0.11990559510117228,0.573731273373913,sad,aggressive
152,dress,gravel,aggressive,1054.3293870766456,77.16385406361749,-9.56705265583714,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.28577395941622,-10.92669629246893,-9.826802687453359,-10.49067320001275,-11.185945859224573,0.09947096119411439,0.14244321388308676,0.4278775370435633,0.22029477011114887,0.1099135177680866,neutral,aggressive
153,dress,gravel,aggressive,773.9547347030013,92.52106086103188,-4.661372892474224,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.807417565935808,-11.063893571341856,-17.364388034065307,-21.059484587665445,-27.05259228288998,0.7780945508637142,0.221488804028562,0.0004065198902600888,1.010000889681696e-05,2.5208566783608968e-08,aggressive,aggressive
154,dress,gravel,aggressive,556.1408348349465,65.82836186150737,-13.188042816171,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.75884897999449,-10.324846915863075,-12.659090671290349,-23.403139453906448,-42.777652025885054,0.17850970568142768,0.748929637692103,0.07255909127906607,1.5653473971642428e-06,6.030687655819929e-15,happy,aggressive
155,dress,gravel,aggressive,389.5254485709885,89.426386786727,-5.649930263667363,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.555552587314375,-11.04477880509625,-21.4481203664107,-37.638007003489975,-64.34387422588216,0.6199169856486477,0.38007148641695526,1.1527933323947295e-05,1.0729340469506666e-12,2.7062147553770686e-24,aggressive,aggressive
156,dress,gravel,aggressive,846.3438594283191,91.62907360497952,-4.946307769559456,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.93311504929581,-11.100821875938271,-16.289871042463396,-18.626867346791457,-22.242866026147606,0.7616223920900542,0.2369251000830573,0.0013214041104093344,0.0001276706455111001,3.4330709679789342e-06,aggressive,aggressive
157,dress,gravel,aggressive,707.3677635407814,87.8556963889753,-6.151668906664358,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.468707667644072,-10.369121947798018,-15.41032816699034,-21.409397898286578,-30.98942960583768,0.7097053021774526,0.2884251296609292,0.0018649408134359087,4.627028478949358e-06,3.1970340776515897e-10,aggressive,aggressive
158,dress,gravel,aggressive,829.8286957319772,83.09631262236589,-7.671998282828308,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.668905820010016,-10.171248641410829,-12.246191251431895,-15.953449641987383,-21.603268013494866,0.5941902069599674,0.35955122638873116,0.04514655837185459,0.0011081097767041343,3.8985027428774076e-06,aggressive,aggressive
